0.96,0,101.005488,0.09069,0.016949,0.975,0,124.861294,0.086039,0.011024,0.945,0,135.605695,0.1096,0.016447
0.95,0,74.047891,0.122308,0.04483,0.955,0,26.685771,0.102226,0.082537,0.945,0,127.784332,0.058076,0.049677
