0.960000,0.000000,121.217241,0.135439,0.045141,0.960000,0.000000,66.130869,0.104203,0.082458,0.955000,0.000000,179.706430,0.060575,0.020866
0.955000,0.022222,72.096035,0.128490,0.048537,0.960000,0.000000,66.130869,0.104203,0.082458,0.955000,0.000000,184.503596,0.106031,0.020865
0.955000,0.000000,68.857773,0.120521,0.044830,0.955000,0.000000,84.804853,0.104729,0.082538,0.945000,0.000000,183.010953,0.095441,0.020858
0.960000,0.000000,145.092195,0.134400,0.044830,0.960000,0.000000,85.847376,0.106468,0.082458,0.950000,0.000000,41.096016,0.057231,0.027586
0.955000,0.000000,68.857773,0.122042,0.044830,0.960000,0.000000,84.804853,0.104729,0.082458,0.950000,0.000000,201.933916,0.111787,0.020865
0.960000,0.000000,143.241418,0.135212,0.044830,0.960000,0.000000,75.602125,0.132693,0.082458,0.955000,0.000000,174.615940,0.060168,0.020866
0.955000,0.000000,68.857773,0.127571,0.048537,0.960000,0.000000,71.543596,0.104693,0.082458,0.955000,0.000000,197.506339,0.095441,0.020865
0.960000,0.000000,122.799587,0.135388,0.045141,0.960000,0.000000,71.543596,0.104693,0.082458,0.955000,0.000000,156.712831,0.059908,0.020866
0.960000,0.000000,139.167633,0.138040,0.045141,0.960000,0.000000,70.180200,0.104817,0.082459,0.955000,0.000000,174.615940,0.060458,0.020880
0.960000,0.000000,120.353381,0.138721,0.045141,0.960000,0.000000,70.180200,0.104817,0.082458,0.955000,0.000000,44.540754,0.058472,0.072836
0.960000,0.000000,143.241418,0.135212,0.044830,0.960000,0.000000,70.180200,0.104817,0.082458,0.955000,0.000000,156.712831,0.059835,0.020866
0.960000,0.000000,147.227628,0.135623,0.045141,0.960000,0.000000,70.180200,0.104817,0.082458,0.955000,0.000000,43.526904,0.058250,0.020866
0.955000,0.000000,65.829399,0.120521,0.044830,0.955000,0.000000,66.130869,0.103766,0.082538,0.955000,0.000000,183.010953,0.095441,0.020858
0.960000,0.000000,169.104707,0.136194,0.044830,0.960000,0.000000,70.180200,0.104817,0.082459,0.955000,0.000000,39.516707,0.057316,0.020880
0.955000,0.022222,72.096035,0.124092,0.044830,0.960000,0.000000,84.804853,0.104729,0.082458,0.955000,0.000000,201.933916,0.111787,0.020865
0.955000,0.000000,72.096035,0.128490,0.048489,0.960000,0.000000,91.453553,0.137600,0.082458,0.955000,0.000000,195.034930,0.111787,0.020865
0.960000,0.000000,139.167633,0.134400,0.044830,0.960000,0.000000,90.411030,0.132693,0.082459,0.945000,0.000000,145.979363,0.058872,0.020880
0.955000,0.000000,68.522582,0.127329,0.048536,0.960000,0.000000,70.180200,0.104817,0.082458,0.960000,0.000000,211.877936,0.120900,0.020865
0.960000,0.000000,126.377067,0.134156,0.044830,0.960000,0.000000,85.847376,0.106468,0.082458,0.950000,0.000000,174.615940,0.060168,0.020866
0.955000,0.000000,69.388790,0.123854,0.044830,0.960000,0.000000,91.453553,0.137600,0.082458,0.945000,0.000000,183.010953,0.095441,0.020879
0.960000,0.000000,122.408117,0.134400,0.044830,0.960000,0.000000,71.543596,0.104693,0.082459,0.955000,0.000000,174.615940,0.060458,0.020880
0.960000,0.000000,145.090608,0.135212,0.044830,0.960000,0.000000,84.804853,0.104729,0.082459,0.955000,0.000000,174.615940,0.060168,0.020880
0.960000,0.000000,151.660979,0.132180,0.044830,0.955000,0.000000,75.602125,0.132693,0.082538,0.955000,0.000000,156.712831,0.059835,0.020844
0.960000,0.000000,172.031872,0.136102,0.044830,0.960000,0.000000,70.180200,0.104817,0.082459,0.955000,0.000000,39.516707,0.057316,0.020880
0.955000,0.000000,69.388790,0.126619,0.044830,0.960000,0.000000,84.804853,0.104729,0.082458,0.950000,0.000000,172.871841,0.059713,0.020865
0.955000,0.000000,68.522582,0.124933,0.048536,0.960000,0.000000,71.543596,0.104693,0.082458,0.960000,0.000000,211.877936,0.120900,0.020879
0.955000,0.000000,71.713372,0.120913,0.044830,0.955000,0.000000,85.847376,0.106468,0.082537,0.950000,0.000000,130.032444,0.058076,0.072767
